"TIA","Albania","AIR BP-A/BP PRODUCTS NORTH AMERICA INC(BP OIL CO)/",1,4.18233,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Please note that the only card BP accept is their own Sterling Card therefor please pre-arrange fuel.///VAT applies for domestic flights. Able to access the military apron","15-JAN-2019"
"RCQ","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.43225,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"RCU","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.43225,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"REL","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.73578,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"RES","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.73578,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"RGA","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.5055,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"RGL","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.568,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"ROS","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.34728,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"RSA","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.43225,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"SDE","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.53328,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"SFN","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.3861,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"SLA","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.58578,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"TDL","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.3861,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"TTG","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.47078,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"TUC","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.47078,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"UAQ","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.52078,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"USH","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.5055,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
"VDM","Argentina","Y.P.F.-A/YACIMIENTOS PETROLIFEROS/",1,3.43225,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Public Comments: 1) Minimum Notice Required:48 BUSINESS HOURS ADVANCE NOTICE OR NO FUEL 2) Ramps serviced:All ramps 3) Additional Information: All State and Municipal taxes will apply regardless of destination.  for more information please contact your local fuel logistics team on fuel24@wfscorp.com","31-JAN-2019"
